SUBWAYST_ROUTE_NO,SUBWAYST_NM,TRRSRT_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,TEL_NO,HMPG_URL,OPER_TIME,BASE_DE
1호선,수원,수원화성효원의종,경기도 수원시 팔달구 남창동 55-23,41,41115,127.01027,37.280668,031-228-4669,,09:00~17:00,20221231
3호선,동대입구,수표교,서울특별시 종로구 관수동,11,11110,126.990471,37.569082,,,,20221231
3호선,동대입구,수표교,서울특별시 중구 장충동2가,11,11140,127.000587,37.554995,,,,20221231
3호선,백석,수피아,경기도 고양시 일산동구 강촌로26번길 7-4,41,41281,126.779633,37.646389,031-816-5076,http://www.수피아.net/,,20221231
5호선,여의나루,순복음교회,서울특별시 영등포구 국회대로76길 15,11,11560,126.923319,37.530673,02-6181-9191,http://www.yfgc.com/,,20221231
1호선,서울역,숭례문,서울특별시 중구 세종대로 40,11,11140,126.975326,37.559923,042-481-4650,,,20221231
4호선,서울역,숭례문,서울특별시 중구 세종대로 40,11,11140,126.975326,37.559923,042-481-4650,,,20221231
1호선,동두천,숭모재강릉김씨사당,경기도 동두천시 안흥동,41,41250,127.032275,37.930729,,,,20221231
6호선,보문,숲과사람들,서울특별시 성북구 안암로 145 5층 503호,11,11290,127.026557,37.58837,02-826-1771,http://www.unifam.co.kr/,09:00~18:00,20221231
5호선,목동,스페이스랩 목동센터,서울특별시 양천구 중앙로32길 75 2층 스페이스랩,11,11470,126.861684,37.520778,02-2088-0304,,02:00~23:00,20221231
3호선,종로3가,승동교회,서울특별시 종로구 인사동,11,11110,126.986066,37.571721,,,,20221231
5호선,종로3가,승동교회,서울특별시 종로구 인사동,11,11110,126.986066,37.571721,,,,20221231
5호선,광나루역,시립서울천문대,서울특별시 광진구 구천면로 2,11,11215,127.106184,37.546318,02-2204-3190,http://www.astroseoul.or.kr/,,20221231
1호선,종로3가,신간회창립본부터,서울특별시 종로구 관수동,11,11110,126.990471,37.569082,,,,20221231
5호선,종로3가,신간회창립본부터,서울특별시 종로구 관수동,11,11110,126.990471,37.569082,,,,20221231
7호선,신풍,신길벚꽃거리,서울특별시 영등포구 신길동,11,11560,126.913607,37.506066,,,,20221231
2호선,신당,신당동떡복이골목,서울특별시 신당동 304-684 청구역 2호선,11,11140,127.01352,37.561258,,,,20221231
6호선,신당,신당동떡복이골목,서울특별시 신당동 304-684 청구역 6호선,11,11140,127.01352,37.561258,,,,20221231
5호선,청구,신당동떡볶이타운,서울특별시 신당동 304-684 청구역 5호선,11,11140,127.01352,37.561258,,,,20221231
2호선,신당,신당동박정희대통령가옥,서울특별시 중구 다산로36가길 25,11,11140,127.019844,37.561455,02-2231-5143,http://blog.daum.net/nationsuban,10:30~17:30,20221231
6호선,신당,신당동박정희대통령가옥,서울특별시 중구 다산로36가길 25,11,11140,127.019844,37.561455,02-2231-5143,http://blog.daum.net/nationsuban,10:30~17:30,20221231
2호선,신림,신림동 순대타운,서울특별시 관악구 신림로59길 12 양지순대촌,11,11620,126.929121,37.483321,,,,20221231
5호선,광화문,신문박물관,"서울특별시 종로구 세종대로 152 일민미술관건물 5,6층",11,11110,126.977647,37.56981,02-2020-1880,http://www.presseum.or.kr/,10:00~19:00,20221231
3호선,신사,신사동 아구찜 골목,서울특별시 서초구 잠원동,11,11650,127.009094,37.515105,,,,20221231
3호선,신사,신사동간장게장골목,서울특별시 서초구 강남대로99길 28 새서울맨션,11,11650,127.017905,37.515143,,,,20221231
5호선,아차산,신성종합시장,서울특별시 광진구 영화사로 10,11,11215,127.088478,37.558058,02-444-1707,,,20221231
1호선,온양온천,신정관 온천탕,충청남도 아산시 시민로 385 신정관,44,44200,127.000526,36.783241,041-541-0011,,04:30~19:00,20221231
1호선,신창,신정호,충청남도 아산시 신정로 616 신정호공원,44,44200,126.985938,36.773142,041-540-2518,http://sinjungho.asan.go.kr/,00:00~24:00,20221231
1호선,신창,신정호국민관광지,충청남도 아산시 신정로 616 신정호공원,44,44200,126.985938,36.773142,,,,20221231
1호선,신창,신창향교,충청남도 아산시 신창면 서부남로840번길 29,44,44200,126.931796,36.779931,,,,20221231
1호선,온양온천,신천탕,충청남도 아산시 온천대로 1469,44,44200,127.001176,36.782399,041-545-7777,http://www.shinchuntang.co.kr/,05:00~22:00,20221231
9호선,구반포,심산기념문화센터,서울특별시 서초구 사평대로 55,11,11650,126.990885,37.498895,02-3477-2461,https://www.seochocf.or.kr/,,20221231
7호선,내방,심산김창숙기념관,"서울특별시 서초구 사평대로 55 서초구민체육센터,심산기념문화센터",11,11650,126.990885,37.498895,02-599-6551,,,20221231
3호선,안국,쌈지길,서울특별시 종로구 인사동길 44 쌈지길,11,11110,126.979231,37.573175,02-736-0088,http://blog.naver.com/ssamzigil,10:30~20:30,20221231
1호선,덕계,쏘쿡체험카페,경기도 양주시 청담로 191 2층 서편,41,41630,127.071052,37.817615,070-4694-7016,http://www.happyhandon.com,,20221231
7호선,삼산체육관,아인스워터월드,경기도 부천시 길주로 1,41,41190,126.742514,37.508225,032-320-6002,http://www.aiinsworld.com,10:00~18:00,20221231
7호선,삼산체육관,아인스월드,경기도 부천시 도약로 1,41,41190,126.747335,37.512836,02-1544-2967,http://www.aiinsworld.com/,10:00~17:00,20221231
1호선,망월사,아일랜드 캐슬,경기도 의정부시 장곡로 22,41,41150,127.052975,37.707827,031-894-0100,http://www.island-castle.co.kr,08:00~22:00,20221231
7호선,장암,아일랜드 캐슬,경기도 의정부시 장곡로 22,41,41150,127.052975,37.707827,031-894-0100,http://www.island-castle.co.kr,08:00~22:00,20221231
5호선,아차산,아차산공원,서울특별시 광진구 광장동 370-2 아차산 생태공원,11,11215,127.101275,37.550831,02-450-1192,,,20221231
5호선,아차산,아차산성,서울특별시 광진구 광장동,11,11215,127.104706,37.547838,,,,20221231
7호선,마들,아쿠아윌,서울특별시 노원구 한글비석로48길 25,11,11350,127.067205,37.665457,02-933-4266,http://www.aquawill.com,14:00~21:00,20221231
3호선,주엽,아쿠아플라넷 일산,경기도 고양시 일산서구 한류월드로 282 아쿠아플라넷 일산,41,41281,126.755492,37.663653,1833-7001,http://www.aquaplanet.co.kr/ilsan/index.jsp,10:00~19:00,20221231
3호선,안국,아트선재센터,서울특별시 종로구 율곡로3길 87 아트선재센터,11,11110,126.981829,37.579415,02-733-8949,http://artsonje.org/,12:00~19:00,20221231
5호선,광나루역,악스코리아(AX-KOREA),서울특별시 광진구 구천면로 20,11,11215,127.107967,37.545736,02-457-5114,http://www.yes24livehall.com/,09:30~18:00,20221231
4호선,안산,안산다문화음식거리,경기도 안산시 단원구 원곡동 870,41,41273,126.790507,37.328968,,,00:00~24:00,20221231
4호선,한대앞,안산식물원,경기도 안산시 상록구 성호로 113 안산식물원,41,41271,126.860953,37.313881,031-481-3168,https://plant.ansan.go.kr,10:00~17:00,20221231
6호선,창신역,안양암,서울특별시 종로구 창신5길 59-2,11,11110,127.013235,37.575141,02-744-6923,,,20221231
7호선,부천시청,안중근공원,경기도 부천시 송내대로 236,41,41190,126.759034,37.504444,,,,20221231
8호선,암사,암사동 선사주거지,서울특별시 강동구 올림픽로 875 암사선사유적전시관,11,11740,127.131002,37.56082,02-3425-6520,http://sunsa.gangdong.go.kr/,09:30~18:00,20221231
8호선,암사,암사생태공원,서울특별시 강동구 암사동 616-1,11,11740,127.122576,37.555469,,,,20221231
7호선,강남구청,압구정로데오거리,서울특별시 강남구 신사동,11,11320,127.026502,37.52381,,,,20221231
5호선,둔촌동,애니멀 뮤지엄 더쥬,서울특별시 강동구 양재대로 1299 우용빌딩 2층,11,11740,127.133687,37.522492,02-470-2003,http://www.the-zoo.co.kr,10:00~19:00,20221231
9호선,올림픽공원,애니멀 뮤지엄 더쥬,서울특별시 강동구 양재대로 1299 우용빌딩 2층,11,11740,127.133687,37.522492,02-470-2003,http://www.the-zoo.co.kr,10:00~19:00,20221231
5호선,방화,약사사,서울특별시 강서구 금낭화로17길 261 약사사,11,11500,126.805339,37.582996,02-2662-2551,http://www.yaksasa.or.kr/,,20221231
2호선,충정로,약현성당,서울특별시 중구 청파로 447-1,11,11140,126.967187,37.559141,02-362-1891,http://www.yakhyeon.or.kr/,,20221231
3호선,양재,양재시민의 숲,서울특별시 서초구 매헌로 99,11,11650,127.036759,37.471327,02-575-3895,http://parks.seoul.go.kr/citizen,00:00~24:00,20221231
1호선,양주,양주 대모산성,경기도 양주시 어둔동,41,41360,127.011189,37.77388,031-8082-4114,,,20221231
1호선,양주,양주향교,경기도 양주시 부흥로1423번길 50 (유양동),41,41360,127.032775,37.786385,031-840-4148,,,20221231
9호선,양천향교,양천향교,서울특별시 강서구 양천로47나길 53,11,11500,126.839834,37.572987,,,,20221231
5호선,아차산,어린이대공원,서울특별시 광진구 능동로 216,11,11215,127.081793,37.549401,02-450-9311,http://www.sisul.or.kr/open_content/childrenpark/,,20221231
7호선,어린이대공원,어린이대공원,서울특별시 광진구 능동로 216,11,11215,127.081793,37.549401,02-450-9311,http://www.sisul.or.kr/open_content/childrenpark/,,20221231
3호선,동대입구,어영창터,서울특별시 중구 장충동2가,11,11140,127.000587,37.554995,,,,20221231
5호선,여의도,여의도 한강공원샛강생태공원,서울특별시 영등포구 여의도동 49,11,11560,126.923989,37.517163,02-3780-0570,,00:00~24:00,20221231
1호선,대방,여의도샛강생태공원,서울특별시 영등포구 여의도동 49,11,11560,126.923989,37.517163,02-3780-0570,,,20221231
5호선,여의도,여의도샛강생태공원,서울특별시 영등포구 여의도동 49,11,11560,126.923989,37.517163,02-3780-0570,,00:00~24:00,20221231
1호선,종로3가,연강홀,서울특별시 종로구 종로33길 15,11,11110,127.000996,37.571821,02-708-5001,www.doosanartcenter.com/ko/,,20221231
5호선,종로3가,연강홀,서울특별시 종로구 종로33길 15,11,11110,127.000996,37.571821,02-708-5001,www.doosanartcenter.com/ko/,,20221231
1호선,방학,연산군묘,서울특별시 도봉구 방학동,11,11320,127.031062,37.665292,02-3494-0370,,,20221231
1호선,회기,연화사(서울),서울특별시 동대문구 경희대로3길 56,11,11230,127.050487,37.594251,02-962-6186,http://cafe.daum.net/chunjangyh,,20221231
5호선,영등포시장,영등포시장,서울특별시 영등포구 영등포로 225,11,11560,126.906618,37.519932,02-2635-8005,www.ydpmarket.com/,,20221231
2호선,을지로3가,영락교회,서울특별시 중구 수표로 33,11,11140,126.989046,37.563934,02-2280-0114,http://www.youngnak.net/,00:00~24:00,20221231
3호선,을지로3가,영락교회,서울특별시 중구 수표로 33,11,11140,126.989046,37.563934,02-2280-0114,http://www.youngnak.net/,00:00~24:00,20221231
1호선,종각,영풍문고,서울특별시 종로구 청계천로 41,11,11110,126.982176,37.569696,1522-2776,http://www.ypbooks.co.kr/,10:00~22:00,20221231
1호선,종각,영풍문고,서울특별시 종로구 청계천로 41,11,11110,126.982176,37.569696,1522-2776,http://www.ypbooks.co.kr/,10:00~22:00,20221231
6호선,고려대,영휘원,서울특별시 동대문구 청량리동,11,11230,127.045291,37.588803,02-962-0556,,09:00~18:30,20221231
3호선,남부터미널,예술의 전당,서울특별시 서초구 남부순환로 2406 예술의전당,11,11650,127.012912,37.479429,02-580-1300,http://www.sac.or.kr/,,20221231
3호선,남부터미널,예술의 전당 한가람미술관,서울특별시 서초구 남부순환로 2406,11,11650,127.012912,37.479429,02-580-1300,http://www.sacticket.co.kr/,,20221231
1호선,종로3가,오세창집터,서울특별시 종로구 돈의동,11,11110,126.990737,37.571986,,,,20221231
5호선,종로3가,오세창집터,서울특별시 종로구 돈의동,11,11110,126.990737,37.571986,,,,20221231
4호선,오이도,옥구공원,경기도 시흥시 서해안로 277 론볼 경기장 운영센터,41,41390,126.710429,37.353325,,,,20221231
3호선,충무로,옥인동 윤씨가옥,서울특별시 중구 퇴계로34길 28,11,11140,126.994106,37.558878,,,,20221231
4호선,충무로,옥인동 윤씨가옥,서울특별시 중구 퇴계로34길 28,11,11140,126.994106,37.558878,,,,20221231
1호선,온양온천,온양온천랜드,충청남도 아산시 삼동로28번길 46,44,44200,127.015779,36.781052,041-541-3700,http://온양온천랜드.kr/,00:00~24:00,20221231
5호선,올림픽공원(한국체대)역,올림픽 벨로드롬,서울특별시 송파구 올림픽로 424,11,11710,127.115408,37.520356,02-2180-3787,http://sports.ksponco.or.kr/index.es?sid=a4,,20221231
5호선,올림픽공원(한국체대)역,올림픽 수영장,서울특별시 송파구 올림픽로 424 올림픽공원,11,11710,127.115408,37.520356,02-2180-3743,http://sports.ksponco.or.kr/index.es?sid=a3,,20221231
5호선,올림픽공원(한국체대)역,올림픽 체조경기장,서울특별시 송파구 올림픽로 424,11,11710,127.115408,37.520356,02-2180-3515,http://olympicpark.kspo.or.kr/jsp/homepage/contents/culture/venue,,20221231
5호선,올림픽공원(한국체대)역,올림픽 테니스경기장,서울특별시 송파구 올림픽로 424 올림픽공원,11,11710,127.115408,37.520356,02-410-1637,,,20221231
8호선,몽촌토성(평화의문)역,올림픽공원,서울특별시 송파구 올림픽로 424,11,11710,127.115408,37.520356,02-410-1114,http://www.olympicpark.co.kr/,05:00~22:00,20221231
9호선,올림픽공원,올림픽공원,서울특별시 송파구 올림픽로 424,11,11710,127.115408,37.520356,02-410-1114,http://www.olympicpark.co.kr/,05:00~22:00,20221231
9호선,올림픽공원,올림픽공원 들꽃마루,서울특별시 송파구 올림픽로 424 올림픽공원,11,11710,127.115408,37.520356,,,05:00~22:00,20221231
5호선,올림픽공원(한국체대)역,올림픽홀,서울특별시 송파구 올림픽로 424,11,11710,127.115408,37.520356,,http://www.olympicpark.co.kr/,,20221231
1호선,의왕,왕송호수,경기도 의왕시 초평동,41,41150,126.939203,37.311319,031-345-3534,,00:00~24:00,20221231
6호선,삼각지,왜고개 성지,서울특별시 용산구 한강대로40길 46,11,11170,126.971975,37.529475,02-798-2457,,,20221231
3호선,양재,외교박물관,서울특별시 서초구 남부순환로 2572,11,11650,127.030824,37.483533,02-3497-8722,http://diplomaticarchives.mofa.go.kr/,09:30~17:00,20221231
1호선,소요산,요석공주별궁지,경기도 동두천시 상봉암동,41,41250,127.061425,37.948066,,,,20221231
7호선,면목,용마랜드,서울특별시 중랑구 망우로70길 118,11,11260,127.105055,37.594362,02-436-5800,http://cafe.naver.com/yongmaland/,09:00~18:00,20221231
7호선,용마산,용마폭포공원,서울특별시 중랑구 용마산로 250-12 용마폭포공원관리사무소,11,11260,127.089944,37.573315,02-2094-2965,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200599,00:00~24:00,20221231
1호선,용산,용산 전자상가,서울특별시 용산구 한강로2가,11,11170,126.990193,37.532615,,,,20221231
4호선,이촌,용산가족공원,서울특별시 용산구 서빙고로 137 국립중앙박물관,11,11170,126.97995,37.523724,02-792-5661,,00:00~24:00,20221231
6호선,녹사평,용산가족공원,서울특별시 용산구 서빙고로 137 국립중앙박물관,11,11170,126.97995,37.523724,02-792-5661,,,20221231
9호선,염창,용왕산근린공원,서울특별시 양천구 목동중앙로 143,11,11470,126.875451,37.541138,02-2620-3576,,,20221231
5호선,올림픽공원(한국체대)역,우리금융아트홀,서울특별시 송파구 올림픽로 424 올림픽공원,11,11710,127.115408,37.520356,,http://www.olympicpark.co.kr/,,20221231
5호선,방화,우리말꿈터,서울특별시 강서구 금낭화로 154,11,11500,126.813835,37.579162,02-2669-9687,http://edu.korean.go.kr,,20221231
1호선,직산,우리역사문화협동조합,충청남도 천안시 서북구 직산읍 삼은1길 2,44,44133,127.147864,36.876964,041-583-0409,http://blog.naver.com/durtkcpgja,,20221231
2호선,구의,우리유황온천,서울특별시 광진구 자양로5길 33,11,11215,127.084113,37.53084,02-3436-0005,,05:30~22:00,20221231
5호선,우장산역,우장산 공원,서울특별시 강서구 화곡로 302,11,11500,126.849252,37.550932,02-2600-4185,,,20221231
3호선,안국,운현궁,서울특별시 종로구 삼일대로 464 운현궁,11,11110,126.986979,37.57618,02-766-9090,http://www.unhyeongung.or.kr/,09:00~19:00,20221231
5호선,종로3가,운현궁,서울특별시 종로구 삼일대로 464 운현궁,11,11110,126.986979,37.57618,02-766-9090,http://www.unhyeongung.or.kr/,09:00~19:00,20221231
7호선,삼산체육관,웅진플레이도시,경기도 부천시 조마루로 2,41,41190,126.7448,37.499401,1577-5773,http://www.playdoci.com/,10:00~21:00,20221231
1호선,시청,원구단,서울특별시 중구 소공동,11,11140,126.980057,37.564082,,,,20221231
2호선,시청,원구단,서울특별시 중구 소공동,11,11140,126.980057,37.564082,,,,20221231
1호선,망월사,원도봉유원지,경기도 의정부시 호원동 230-85,41,41150,127.036063,37.706249,,,,20221231
3호선,주엽,원마운트,경기도 고양시 일산서구 한류월드로 300,41,41281,126.754472,37.664381,1566-2232,https://onemount.co.kr,10:00~17:00,20221231
3호선,주엽,원마운트 스노우파크,경기도 고양시 일산서구 한류월드로 300,41,41281,126.754472,37.664381,1566-2232,http://www.onemount.co.kr/,10:00~17:00,20221231
1호선,망월사,원효사(경기),경기도 의정부시 망월로28번길 356,41,41150,127.028345,37.709321,031-873-6083,,,20221231
1호선,망월사,월남전참전기념비,경기도 의정부시 호원동,41,41150,127.034374,37.712317,,,,20221231
6호선,월드컵경기장(성산)역,월드컵경기장,서울특별시 마포구 성산동 515-39,11,11440,126.897106,37.568211,02-2128-2000,http://www.sisul.or.kr/open_content/worldcup/,,20221231
6호선,망원,월드컵시장,서울특별시 마포구 포은로 120,11,11440,126.904494,37.557666,02-322-6656,,10:00~22:00,20221231
2호선,충정로,유관순기념관,서울특별시 중구 통일로4길 30-1 유관순기념관,11,11140,126.970306,37.564448,02-752-3353,,,20221231
5호선,서대문,유관순기념관,서울특별시 중구 통일로4길 30-1 유관순기념관,11,11140,126.970306,37.564448,02-752-3353,,,20221231
6호선,화랑대,육군박물관,서울특별시 노원구 공릉동 1-1,11,11350,127.098665,37.623696,02-2197-6453,http://museum.kma.ac.kr/,10:00~17:00,20221231
5호선,여의도,윤중로 벚꽃길,서울특별시 영등포구 여의도동,11,11560,126.928439,37.528674,,,,20221231
6호선,역촌,은평문화예술회관,서울특별시 은평구 녹번로 16 은평문화예술회관,11,11380,126.927907,37.603707,02-351-3736,http://www.efac.or.kr,,20221231
8호선,남한산성입구,은행식물원,경기도 성남시 중원구 은행로 72,41,41133,127.167888,37.453058,031-729-4319,,09:00~18:00,20221231
1호선,종로3가,을지로노가리골목,서울특별시 중구 을지로 129 을지로3가역 3호선,11,11140,126.992231,37.566169,,,,20221231
5호선,종로3가,을지로노가리골목,서울특별시 중구 을지로 129 을지로3가역 3호선,11,11140,126.992231,37.566169,,,,20221231
6호선,새절,응암동 감자탕 골목,서울특별시 은평구 응암동,11,11380,126.923123,37.593842,,,,20221231
6호선,상월곡(한국과학기술연구원)역,의릉,서울특별시 성북구 화랑로32길 146-37 한국예술종합학교,11,11290,127.056435,37.604741,02-964-0579,http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_,09:00~18:30,20221231
1호선,의왕,의왕레일파크,경기도 의왕시 왕송못동로 221,41,41430,126.950707,37.309899,031-462-3001,http://www.uwrailpark.co.kr/,10:30~17:30,20221231
1호선,의정부,의정부 음악극축제,경기도 의정부시 의정로 1 의정부예술의전당 및 의정부 시내일원,41,41150,127.034385,37.733274,031-828-5891,http://www.umtf.or.kr,,20221231
1호선,의정부,의정부로데오거리,경기도 의정부시 의정부동,41,41150,127.042216,37.737474,,,,20221231
1호선,의정부,의정부부대찌개거리,경기도 의정부시 태평로137번길 22-1,41,41150,127.049645,37.744724,,,,20221231
1호선,의정부,의정부소풍길(쌍둥이길),경기도 의정부시 의정부동 35-11,41,41150,127.053183,37.737797,,,,20221231
1호선,녹양,의정부의류타운,경기도 의정부시 녹양동,41,41150,127.030659,37.761518,,,,20221231
1호선,종로3가,이벽집터,서울특별시 종로구 관수동,11,11110,126.990471,37.569082,,,,20221231
5호선,종로3가,이벽집터,서울특별시 종로구 관수동,11,11110,126.990471,37.569082,,,,20221231
3호선,경복궁,이상의집,서울특별시 종로구 자하문로7길 18,11,11110,126.970847,37.578626,070-8837-8374,,,20221231
2호선,을지로3가,이순신생가터,서울특별시 중구 인현동1가,11,11140,126.994312,37.564592,,,,20221231
3호선,을지로3가,이순신생가터,서울특별시 중구 인현동1가,11,11140,126.994312,37.564592,,,,20221231
6호선,이태원,이태원 관광특구,서울특별시 용산구 이태원동,11,11170,126.992524,37.538519,,,,20221231
1호선,소요산,이태조행궁지,경기도 동두천시 상봉암동,41,41250,127.061425,37.948066,,,,20221231
4호선,혜화,이화마을,서울특별시 종로구 이화장길 70-11,11,11110,127.00507,37.578712,,,,20221231
3호선,무악재,인왕산,서울특별시 종로구 무악동 산2-1,11,11110,126.960574,37.578896,,,,20221231
6호선,구산,인조별서유기비,서울특별시 은평구 역촌동,11,11380,126.914622,37.604586,,,,20221231
5호선,광화문,일민미술관,서울특별시 종로구 세종대로 152,11,11110,126.977647,37.56981,02-2020-2050,http://www.ilmin.org/,11:00~19:00,20221231
3호선,대화,일산동물의왕국,경기도 고양시 일산서구 장수길 29,41,41281,126.743509,37.659813,031-918-5656,http://www.xn--3e0bu5jdygr3fryhnrbdh.com/,10:00~18:00,20221231
3호선,정발산,일산호수,경기도 고양시 일산동구 장항동,41,41281,126.759655,37.647109,031-909-9000,www.goyang.go.kr/park/index.do,,20221231
1호선,대방,자매공원,서울특별시 영등포구 의사당대로 166,11,11560,126.929087,37.516624,02-2670-3114,,,20221231
1호선,소요산,자유수호평화박물관,경기도 동두천시 평화로2910번길 96-63 (상봉암동),41,41250,127.066058,37.942508,031-860-3330,http://www.ddc21.net/museum/,09:00~18:00,20221231
2호선,잠실새내,잠실 이랜드크루즈,서울특별시 송파구 잠실동,11,11710,127.083383,37.511966,02-6291-6900,http://www.elandcruise.com/,13:00~21:00,20221231
6호선,창신역,장수마을,서울특별시 성북구 삼선교로4길 186 구립삼선1동노인정,11,11290,127.010118,37.580557,070-7503-6744,http://www.jangsumaeul.com/,,20221231
1호선,수원,장안문,경기도 수원시 팔달구 장안동,41,41115,127.012923,37.286493,031-228-2768,,,20221231
6호선,돌곶이역,장위시장,서울특별시 성북구 장위동 68-185,11,11290,127.05049,37.610911,070-7799-9129,,,20221231
3호선,동대입구,장충단공원,서울특별시 중구 동호로 261,11,11140,127.004781,37.558752,,,,20221231
3호선,동대입구,장충단비,서울특별시 중구 장충동2가,11,11140,127.000587,37.554995,,,,20221231
3호선,동대입구,장충동 족발거리,서울특별시 중구 장충단로 176,11,11140,127.005855,37.5605,,,,20221231
3호선,동대입구,장충체육관,서울특별시 중구 동호로 241,11,11140,127.006644,37.558191,02-2128-2800,http://www.sisul.or.kr/open_content/jangchung/,,20221231
4호선,삼각지,전쟁기념관,서울특별시 용산구 이태원로 29 전쟁기념관,11,11170,126.977788,37.536265,02-709-3139,http://www.warmemo.or.kr/,09:30~18:00,20221231
6호선,삼각지,전쟁기념관,서울특별시 용산구 이태원로 29 전쟁기념관,11,11170,126.977788,37.536265,02-709-3139,http://www.warmemo.or.kr/,09:30~18:00,20221231
1호선,종로3가,전태일기념관,서울특별시 종로구 청계천로 105 아름다운청년 전태일기념관,11,11110,126.989302,37.568478,02-318-0904,http://www.taeil.org,10:00~18:00,20221231
5호선,종로3가,전태일기념관,서울특별시 종로구 청계천로 105 아름다운청년 전태일기념관,11,11110,126.989302,37.568478,02-318-0904,http://www.taeil.org,10:00~18:00,20221231
1호선,종로3가,전협집터(대동단거점),서울특별시 종로구 봉익동,11,11110,126.992998,37.572203,,,,20221231
5호선,종로3가,전협집터(대동단거점),서울특별시 종로구 봉익동,11,11110,126.992998,37.572203,,,,20221231
2호선,합정,절두산 순교기념관,서울특별시 마포구 합정동,11,11440,126.90904,37.54703,,http://www.soguri.com/seoul-teukbyeolsi/mapo-gu/hapjeong-dong/2000-10/1114068_000_004.html,,20221231
6호선,합정,절두산 순교기념관,서울특별시 마포구 합정동,11,11440,126.90904,37.54703,,,,20221231
2호선,왕십리,젊음의거리,서울특별시 성동구 행당동,11,11200,127.035966,37.557668,,,,20221231
1호선,시청,정동교회,서울특별시 중구 정동길 46 정동교회,11,11140,126.972503,37.565224,02-753-0001,http://chungdong.org/,,20221231
2호선,시청,정동교회,서울특별시 중구 정동길 46 정동교회,11,11140,126.972503,37.565224,02-753-0001,http://chungdong.org/,,20221231
1호선,시청,정동극장,서울특별시 중구 정동길 43 정동극장,11,11140,126.972855,37.565939,02-751-1500,http://www.chongdong.com/,,20221231
2호선,시청,정동극장,서울특별시 중구 정동길 43 정동극장,11,11140,126.972855,37.565939,02-751-1500,http://www.chongdong.com/,,20221231
5호선,서대문,정동극장,서울특별시 중구 정동길 43 정동극장,11,11140,126.972855,37.565939,02-751-1500,http://jeongdong.or.kr,09:00~18:00,20221231
4호선,성신여대입구,정릉,서울특별시 성북구 아리랑로19길 116,11,11290,127.00615,37.602238,02-914-5133,http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_0,06:00~18:00,20221231
1호선,종각,조계사,서울특별시 종로구 우정국로 55,11,11110,126.982039,37.573984,02-768-8600,http://www.ijogyesa.net/,,20221231
1호선,망월사,조망바위,경기도 의정부시 장암동 산30,41,41150,127.064722,37.714336,,,,20221231
1호선,종로3가,조선교육협회회관터,서울특별시 중구 수표동,11,11140,126.989508,37.56747,,,,20221231
5호선,종로3가,조선교육협회회관터,서울특별시 중구 수표동,11,11140,126.989508,37.56747,,,,20221231
1호선,종로3가,조선여성동우회회관터,서울특별시 종로구 낙원동,11,11110,126.988624,37.572581,,,,20221231
5호선,종로3가,조선여성동우회회관터,서울특별시 종로구 낙원동,11,11110,126.988624,37.572581,,,,20221231
5호선,광화문,조선일보미술관,서울특별시 중구 세종대로21길 33 조선일보사,11,11140,126.975216,37.567906,02-724-6322,http://gallery.chosun.com/,,20221231
5호선,광화문,조흥 금융박물관,서울특별시 중구 세종대로 135-5 한국금융사박물관,11,11140,126.976429,37.568619,02-738-6806,http://www.shinhanmuseum.co.kr/,10:00~18:00,20221231
1호선,종로3가,종로3가보쌈골목,서울특별시 종로구 관수동 42-1,11,11110,126.990787,37.569959,,,,20221231
5호선,종로3가,종로3가보쌈골목,서울특별시 종로구 관수동 42-1,11,11110,126.990787,37.569959,,,,20221231
1호선,종로3가,종로귀금속거리,서울특별시 종로구 종로3가,11,11110,126.978099,37.569859,,,,20221231
5호선,종로3가,종로귀금속거리,서울특별시 종로구 종로3가,11,11110,126.978099,37.569859,,,,20221231
1호선,종로3가,종묘,서울특별시 종로구 종로 157,11,11110,126.994345,37.573062,02-765-0195,jm.cha.go.kr/,,20221231
3호선,종로3가,종묘,서울특별시 종로구 종로 157,11,11110,126.994345,37.573062,02-765-0195,http://jm.cha.go.kr/,09:00~18:00,20221231
3호선,종로3가,종묘,서울특별시 종로구 종로 157,11,11110,126.994345,37.573062,02-765-0195,jm.cha.go.kr/,,20221231
5호선,종로3가,종묘,서울특별시 종로구 종로 157,11,11110,126.994345,37.573062,02-765-0195,jm.cha.go.kr/,,20221231
5호선,종로3가,종묘,서울특별시 종로구 종로 157,11,11110,126.994345,37.573062,02-765-0195,jm.cha.go.kr/,,20221231
1호선,종로3가,종묘외대문,서울특별시 종로구 훈정동,11,11110,126.994192,37.574385,,,,20221231
5호선,종로3가,종묘외대문,서울특별시 종로구 훈정동,11,11110,126.994192,37.574385,,,,20221231
1호선,의정부,직동테마공원,경기도 의정부시 의정부동,41,41150,127.042216,37.737474,,,,20221231
4호선,혜화,"짚, 풀 생활사 박물관",서울특별시 종로구 성균관로4길 45,11,11110,126.999836,37.584921,02-743-8787,http://www.jipul.com,10:00~17:00,20221231
