업소아이디,업소명,분류코드,분류코드명,업소 주소,업소 전화번호,찾아오시는 길,업소정보,자랑거리,추천수,기준년월,업소 사진,lat,lon
10327,예닮,1,한식,서울특별시 서울 강서구 등촌로39길 17,02-2649-0053,9호선 등촌역 출구에서 719m,영업시간 : 매일 10:30-22:00 배달 : 불가 예약 : 매장(대표전화)에 문의,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240816125731.JPG,37.5459859,126.8606072
10403,꽃백숙,1,한식,서울특별시 서울 종로구 창신길 18,02-9613-2628,동대문역 1번 출구에서 105m,영업시간 : 10:30-21:00  휴무일 : 매주 수요일 좌석수 : 25 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 불가,"겨우살이로 육수를 내어 국물이 깔끔하고 남녀노소, 국적불문 좋아하는 맛입니다.",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241011173511.png,37.5753662,127.0109999
10425,정수헤어라인,5,이미용,서울특별시 서울 양천구 중앙로46길 20,02-2698-8978,,,가격이 저렴하고 위생적이며 사장님이 친절하심,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241119212555.jpg,37.5221964,126.8541655
10426,하이얀미용실,5,이미용,서울특별시 서울 양천구 은행정로5길 48-3,없음,,,가격이 저렴하고 위생적이며 사장님이 친절하심,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241119212952.jpg,37.5205392,126.8542361
9467,아!짜장,2,중식,서울특별시 서울 도봉구 도당로 76,,방학동 도깨비시장 앞 ,영업시간 : 11:00-20:30 휴무일 : 화요일    ,"방학동 도깨비시장 앞에 위치하고 있으며, 현금가지만 저렴한 가격으로 중식 제공",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220722111752.jpg,37.6652519,127.0371697
9468,화원,2,중식,서울특별시 서울 도봉구 덕릉로59길 93,02-998-8888,쌍문역 2번출구에서 796m,영업시간 : 10:30-20:30    ,창동 주변 중식집보다 훨씬 저렴한 가격에 판매,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220728145220.jpg,37.641639,127.0363744
9469,홍두깨손칼국수,1,한식,서울특별시 서울 도봉구 도봉산4가길 14,02-3494-0282,1호선 7호선 도봉산역 1번출구에서 468m,영업시간 : 09:00-22:00    ,도봉산 근처에서 등산하면서 내려오는 등산객에게 저렴한 가격에 칼국수 판매,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727145609.jpg,37.6881511,127.0417098
9470,온누리식당,1,한식,서울특별시 서울 도봉구 도봉로159길 11-16,02-955-6652,도봉역 2번출구에서 563m,영업시간 : 08:00-20:00    ,교회 아래에서 불우이웃을 위해 저렴하게 칼국수를 판매,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727145923.jpg,37.6744045,127.0433655
9474,보배네능이백숙,1,한식,서울특별시 서울 도봉구 시루봉로 295-1,02-954-6300,방학역 1번출구에서 490m,영업시간 : 10:00-23:00      ,주변회사에서 회식을 많이하는 업소로 가격이 비교적 저렴,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727145147.jpg,37.660149,127.0276864
9476,브레쉬에비뉴,4,기타외식업,서울특별시 서울 도봉구 방학로 216,02-955-3799,방학3동 신동아 아파트 사거리에 위치,영업시간 : 08:00-23:00  인스타그램 :  https://instagram.com/breshavenue       ,내부가 넓고 깔끔하며 각종 수제빵 및 아메리카노가 저렴함 쾌적한 공간과 맛있는 빵을 매일 만들어서 신선함,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220726164610.jpg,37.6615654,127.0239518
10292,마실 칼국수랑 비빔밥,1,한식,서울특별시 서울 송파구 오금로44길 9-1,02-400-3991,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.4964871,127.1355293
9478,엄지헤어,5,이미용,서울특별시 서울 도봉구 우이천로4다길 13,02-902-4697,　,영업시간 : 09:00-20:00 휴무일 : 화     ,내부가 깔끔하며 커트 및 파마가격이 저렴함,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220811135417.jpg,37.6357168,127.040238
9480,머리깎자,5,이미용,서울특별시 서울 도봉구 해등로241-14,, ,영업시간 :09:30-20:00     ,내부인테리어가 깔끔하고 커트가격이 저렴하여 단골손님이 많음,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727160041.jpg,37.6686,127.0466
9535,영미용실,5,이미용,서울특별시 동작구 동작대로35길 13,02-532-0553,,"저렴한 가격, 깨끗한 위생","저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.4908366,126.9816339
9971,이문동사진관,13,기타서비스업,서울특별시 서울 동대문구 이문로12길 4-3 (이문동),,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231207114313.jpg,37.5929377,127.0581121
9484,박리김밥,1,한식,서울특별시 서울 도봉구 덕릉로57길 22,02-907-7002,　,영업시간 : 09:00-21:00     ,신창시장에 위치하였으며 대부분의 메뉴가 저렴하게 형성되었고 맛도 일품임,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220728145057.jpg,37.6400069,127.0366991
9626,은평닭곰탕,1,한식,서울특별시 은평구 연서로3길 5(역촌동),0507-1360-2038,응암역 2번 출구에서387m,영업시간 : 10:30~22:30 휴무 : 일요일  ,모범음식점 지정,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220722135005.jpg,37.6024354,126.9126225
9897,메밀꽃,1,한식,서울특별시 서울 노원구 상계로9가길 67,,상계역 4번 출구에서 541m,영업시간 : 11:00 ~ 20:00 휴무일 : 매주 일요일,부드럽고 진한 죽 맛집,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019093322.jpg,37.654,127.0567
9716,더플레이스공간,3,경양식/일식,서울특별시 서울 마포구 백범로 152,0507-1465-2045,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230306140846.jpg,37.5452522,126.9470308
9599,남성이용원,5,이미용,서울특별시 서울 도봉구 도봉로109길 35-27,, 쌍문역 3번 출구에서430m,영업시간 :10:00~21:00 휴무일 : 수요일        ,커트와 염색 가격이 매우 저렴하다. ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727154351.jpg,37.6469693,127.0316827
9898,새싹보리밥,1,한식,서울특별시 서울 노원구 동일로217길 58,02-932-8585,노원역 6번출구에서 347m,영업시간 : 11:00 ~ 20:00,반찬이 깔끔하게 나오며 건강한 한 끼를 먹을 수 있는 곳,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019093447.jpg,37.6531938,127.0593222
9414,엄마손집밥,1,한식,서울특별시 광진구 자양번영로 13,2201-4911,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20210204170830.jpg,37.529737,127.0746347
9899,샤보이 남성커트,5,이미용,서울특별시 서울 노원구 덕릉로82길 25,02-977-3135,,영업시간 : 09;00 ~ 21:00,남성커트 전문점,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019093556.jpg,37.6584336,127.0767632
9901,옹골면,1,한식,서울특별시 서울 노원구 상계로 70,02-951-4748,노원역 2번출구에서 9m,영업시간 : 09:00 ~ 09:00,양이 정말 많은 국수전문점,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019094037.jpg,37.654,127.0567
9902,은행빵집,4,기타외식업,서울특별시 서울 노원구 한글비석로 253,02-931-9289,중계동 은행사거리 우리은행 건물,영업시간 : 08:30 ~ 23:00,속이 꽉 찬 빵 맛집,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019094223.jpg,37.6661065,127.0694863
10090,헤어스크린,5,이미용,서울특별시 서울 노원구 월계동 320-9,02-972-4232,,"영업시간 : 11:00 ~ 18: 00, 휴무 매주 화요일 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :",,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.6289,127.0567
10091,레스토랑,5,이미용,서울특별시 서울 노원구 상계동 145-7,02-933-9406,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.654,127.0567
10125,전주식당,1,한식,서울특별시 (역삼동)강남대로94길 23 B01층,02-555-1853,,영업시간 : 9:00~21:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,강남역 최고 가성비 맛집 ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240618153504.jpg,37.4997666,127.0291803
10095,엄나무닭곰탕,1,한식,서울특별시 서울 노원구 공릉동 604-1,02-949-1677,,영업시간 : 10:30 ~ 18:30 좌석수 : 휴무일 : 공휴일 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.63021,127.08818
10124,이가네김밥마을,1,한식,서울특별시 (일원동)양재대로33길 21,02-3412-2692,,영업시간 :9:00~21:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,다양한 메뉴 저렴한 가격 신선한 재료로 맛을 보장 ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240618153237.jpg,37.4908439,127.0825702
10126,正닭곰탕,1,한식,서울특별시 (도곡동)언주로30길 13 대림아크로텔 지하 11호,02-2187-6358,,영업시간 : 11:00~13:30 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :,닭곰탕 한가지 메뉴로 승부를 보고자 한방재료 사용 건강식 ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240618153719.jpg,37.4882074,127.0511216
9418,동해루,2,중식,서울특별시 중랑구 면목천로23길 44,02-433-1786,면목역 3번 출구에서690m,영업시간 : 11:00~19:00 정기휴무 : 화요일        ,'주변 평균가격 보다 저렴한 업소로 1년 동안  동일 가격유지' ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316140359.JPG,37.5897228,127.0827173
10134,동남사우나,13,기타서비스업,"서울특별시 서울 영등포구 영등포로37길 4, 지하1층",02-2633-2998,,null ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5206052,126.9056569
9606,고창국수,1,한식,서울특별시 서울 구로구 디지털로33길 48 대륭포스트타워7차 B108호 ,0507-1415-7751,구로디지털단지역 3번출구에서 686미터 ,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.4951999,126.8877
10137,명동분식,1,한식,서울특별시 서울 영등포구 영중로10길 33,02-2677-8514,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.51883,126.90789
10140,카페오오디,4,기타외식업,"서울특별시 서울 영등포구 국제금융로8길 19, 1층",0507-1340-4961,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.520769,126.9291746
10142,시에나프리모,3,경양식/일식,"서울특별시 서울 영등포구 국회대로70길 19, 지하1층",0507-1475-1633,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5291721,126.9206863
10144,구스토스퀘어,3,경양식/일식,"서울특별시 서울 영등포구 은행로 58, 지하1층",02-716-8797,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5300017,126.9248383
10145,서양밥집,3,경양식/일식,"서울특별시 서울 영등포구 의사당대로 26, 1층",02-784-2021,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5264201,126.9179422
10147,이완헤어,5,이미용,서울특별시 서울 영등포구 여의대방로53길 35,02-847-6170,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5121197,126.9207955
10148,부자칼국수,1,한식,서울특별시 서울 영등포구 가마산로 449-7,0507-1405-6786,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5262,126.8959
10149,쎄븐미용실,5,이미용,서울특별시 서울 영등포구 가마산로61가길 8,02-843-3408,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5262,126.8959
10150,성도미용실,5,이미용,"서울특별시 서울 영등포구 가마산로61길 13, 1층",-,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5262,126.8959
10152,영희미용실,5,이미용,서울특별시 서울 영등포구 가마산로71길 11,-,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5262,126.8959
10160,김밥하우스,1,한식,서울특별시 서울 영등포구 신길로 38,02-833-4757,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.4959961,126.9085992
10166,그린세탁소,7,세탁,서울특별시 서울 영등포구 디지털로69길 16,02-843-2192,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5262,126.8959
10216,이송닭한마리,1,한식,"서울특별시 서울 동대문구 회기로19길 11, 지1층 (회기동)",0507-1370-8465,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240717151647.jpg,37.5921584,127.0528318
10218,잇츠소유,3,경양식/일식,"서울특별시 서울 동대문구 회기로19길 18, 2층 (회기동)",070-8160-6095,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240717154720.jpg,37.5923363,127.0530719
10248,고향국시,1,한식,서울특별시 강동구 양재대로111길 34,02-488-7666,,null ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240730162539.jpg,37.5374493,127.1376377
10153,김밥마을,1,한식,서울특별시 서울 영등포구 도신로 94,02-845-0575,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5071899,126.9026625
9523,제주생고기,1,한식,서울특별시 서울 동작구 등용로 110,02-826-1342,대방역 2번 출구에서647m,매일 11:00 - 23:00  ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230202135637.jpg,37.5130383,126.9318788
10156,반도이용소,5,이미용,서울특별시 서울 영등포구 신길로17길 20-1,-,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.4981127,126.9061383
10250,남성헤어컷트 전문점 우정,5,이미용,"서울특별시 강동구 올림픽로62길 17, 1층",0507-1434-1419,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240730163052.jpg,37.5370191,127.1237537
10251,심안경원,13,기타서비스업,서울특별시 강동구 풍성로 130,02-486-9009,,null ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240730163228.jpg,37.53286,127.1232751
10252,모두의운동,13,기타서비스업,"서울특별시 강동구 양재대로111길 27, 3층 301호(길동, 골드클래스)",0507-1357-1173,,null ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240730163859.jpg,37.5374493,127.1376377
9684,무병장수한방삼계탕,1,한식,서울특별시 서울 광진구 자양번영로 65,02-444-9988,,　   ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209160441.jpg,37.5354363,127.0761407
9690,영주머리방,5,이미용,서울특별시 서울 광진구 긴고랑로36길 35,02-458-7233,,　     ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209164350.jpg,37.5576784,127.0903224
9693,헤어라인,5,이미용,서울특별시 서울 광진구 광나루로30나길 6-1,-,,  ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209170851.jpg,37.5431819,127.0828302
9694,고은별,4,기타외식업,서울특별시 서울 광진구 자양로 177,02-453-4933,,  ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230209171750.jpg,37.5434577,127.0843365
10069,우렁찬,1,한식,"서울특별시 강동구 풍성로37가길 67, 1층 101호",02-474-5425,- 성내2동 주민센터 도보 1분 - 성내도서관 도보 5분 - 성내전통시장 도보 6분 - 강동역 도보 7분,영업시간 : 24시간 휴무일 : 없음 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : https://www.instagram.com/banchan_wrc  ,먹고 싶은 메뉴를 적는 칠판을 사용하여 소비자들의 의견을 잘 반영하고 있음,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240418140043.jpg,37.5328778,127.1284791
9539,이화세탁소,7,세탁,"서울특별시 동작구 장승배기로 26, 107호(현대아파트 상가동)",02-814-2677,,"저렴한 가격, 깨끗한 위생","저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5008004,126.9428768
10096,한잎,4,기타외식업,서울특별시 서울 서대문구 홍은중앙로9길 10,02-391-7770,,영업시간 : 15시~24시 휴무일 : 없음 배달 : 배달전문점  - 요기요 : 한잎브런치  - 배달의민족 : 한잎스테이크  ,가성비 배달전문점,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240604131920.jpg,37.6019253,126.9481046
9939,더베리랠리,13,기타서비스업,"서울특별시 강동구 올림픽로 552, 지층 1호",0507-1355-0742,,null ,"레슨(2:1, 주1회, 총4주, 20분, 평일) - 100,000(1인 기준)",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231107172848.jpg,37.5513031,127.1274072
10097,수신당,4,기타외식업,서울특별시 서울 서대문구 수색로2길 39(110-4호),02-3152-7817,,영업시간 : 8시~22시 좌석수 : 9 휴무일 : 없음 배달 : 가능 주차 : 가능,쌀가루 소금빵,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240604132927.png,37.5703887,126.9159889
10113,신라삼계탕,1,한식,서울특별시 서울 도봉구 도봉산4가길 13-5,02-954-8441,,영업시간 :매일 09:00 - 21:00 15:00 - 17:00 브레이크타임 20:30 라스트오더 - 주말 영업시간 변경될 수 있음(사전 전화문의 필수) 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 가능    ,"도봉산 인근에 위치한 매장으로 주변 경관이 좋고, 매장이 깨끗하며 음식이 맛있음",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240613161843.png,37.6881511,127.0417098
9727,푸드카페,1,한식,서울특별시 중구 충무로2길 23,02-2233-5666,　,　    ,충무로(인현동)김밥맛집 인근직장인들이 애정하는 분식집 푸드카페 ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230308094737.jpg,37.5625734,126.9945739
9972,비에르 에 프리트,1,한식,서울특별시 서울 동대문구 제기로5길 40 (제기동),02-3291-5111,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231207114236.jpg,37.5880377,127.0354129
9973,세진식당,1,한식,서울특별시 서울 동대문구 서울시립대로 61-4 (전농동),02-2215-0305,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231207114523.jpg,37.5768075,127.0478154
9575,전주식당,1,한식,서울특별시 서울 성동구 무학봉15가길 1,02-2295-0517,신금호역 1번 출구에서32m,영업시간 : 11:00 ~ 22:00          ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220923175907.jpg,37.5614589,127.0300104
9683,영미용실,5,이미용,"서울특별시 은평구 진흥로13길 8, 1층(대조동)",02-352-6675,,null ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230208171338.jpg,37.6093317,126.9256783
9700,억불산,1,한식,서울특별시 서울 서초구 남부순환로347길 64,02-587-0335,양재역 2번 출구에서445m,"영업시간 : 10:00~24:00 휴무일 : 매주 일요일 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 가능 기타 : 지역화폐(카드), 제로페이       ",,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230213135704.jpg,37.4852086,127.0310273
9701,돈스라,4,기타외식업,서울특별시 서울 서초구 강남대로39길 15-10,02-521-4465,　양재역 2번 출구에서180m,"영업시간 : 평일 : 10:00~20:30(라스트오더 20:00), 브레이크타임 : 15:00~17:30               토요일 : 11:00~15:00(라트스오더 14:30) 휴무일 : 매주 일요일 포장 : 가능 (방문포장 할인) 주차 : 가능       ","평일 AM 10:00~11:00       PM 02:00~03:00          매장 입장 후 식사 시 돈까스 메뉴 2,000원 할인~",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230213142026.jpg,37.4857014,127.0321117
9702,미소마을,1,한식,서울특별시 서울 서초구 강남대로41길 18,02-584-9199,양재역 2번 출구에서349m,영업시간 : 10:00~22:00 휴무일 : 매주 일요일 예약 : 가능 카드 : 가능 기타 : 제로페이    ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230213142952.jpg,37.4870959,127.0315443
10169,큰골목식당,1,한식,서울특별시 서울 영등포구 대림로7다길 2,-,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.4892607,126.9032528
10170,덕천골,1,한식,서울특별시 서울 영등포구 대림로 87,02-844-0881,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5019187,126.8968464
10200,옛날고기집,1,한식,서울특별시 구로구 디지털로19길 40,,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.4809091,126.8897548
10205,가리봉시장반찬(사계절면식점),1,한식,서울특별시 서울 구로구 우마3길 10,,,null  ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.48175,126.8898661
10168,헤어코디,5,이미용,서울특별시 서울 영등포구 대림로7가길 1,02-835-6791,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.4894921,126.903888
9573,마마떼,4,기타외식업,"서울특별시 서울 관악구 대학6길 36, 1층",02-887-6262,서울대벤처타운역 2번 출구에서441m 대학동 주민센터 근처에 위치함,영업시간 : 12:00 ~ 02:00 http://instagram.com/mamatte_official,"사진찍기 좋은 예쁜카페, 지하층까지 넓은 공간을 이용가능",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220718131907.jpg,37.4690664,126.9361705
9579,알리파스타,4,기타외식업,서울특별시 강남구 논현로 151길 29 1층,0507-1378-1125,신사역 8번출구로 나와 직진 후 현대 오일뱅크 골목으로 내려와서 좌회전,영업시간 :11:00~21:00  배달 :가능  주차 :불가능        ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230201180932.JPG,37.5259219,127.0283299
10207,중국반찬(원조순대),1,한식,서울특별시 구로구 우마3길 10,,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.48175,126.8898661
10293,소림만두냉면,1,한식,서울특별시 서울 송파구 양재대로62길 14,02-400-1333,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.4969824,127.1197239
10295,아우네,1,한식,서울특별시 서울 송파구 거마로2길 7,02-408-7100,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.4935616,127.1456844
10298,잠실팥죽,1,한식,서울특별시 서울 송파구 마천로 196,02-449-5777,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5021093,127.1404069
10299,JM헤어 오땡큐,5,이미용,서울특별시 서울 송파구 마천로 192,02-403-2344,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5024303,127.1399508
10377,소소연,1,한식,"서울특별시 서울 양천구 목동중앙로 43, 글로리파크 1층 102호",,"-목동 3단지 아파트 313동 건너편 -3-4단지 목동사거리 넘어가기 직전 -마을버스 01번 '목동3단지후문' 정류장 하차 -백년초 칼국수와 파리바게트 중간. PC방,만화방 있는 건물",영업시간 : 월~금: 10:00 ~ 21:30 (토: 10:00 ~ 21:00)   휴무일 : 일요일  주차 : 바로 앞 또는 가게 왼편 글로리파크 주차장 이용  홈페이지 주소 : http://instagram.com/sosoyn7  ,전국 산지의 좋은 재료로 고기와 반찬을 판매하는 한식 포장 전문점,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241010135637.jpg,37.5171,126.8663
9634,블루컷트,5,이미용,서울특별시 서울 도봉구 해등로 255,02-999-6922,선덕고사거리 김가네김밥 상가안쪽,영업시간 :10:00~20:00   ,커트와 염색가격이 매우 저렴한 편임. ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727160415.jpg,37.6572122,127.0279944
10398,명성김밥,1,한식,"서울특별시 강동구 구천면로 297, 2층 202호(천호동, 강동아트타워)",02-477-3707,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20241002134233.jpg,37.5446983,127.1134213
9989,북청김치찌개,1,한식,서울특별시 서울 강남구 개포로 668,,,영업시간 :11:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231220123700.jpg,37.4953951,127.085544
